"id","system_id","version","modified_user_id","modified_user_name","modified_datetime","operation_type","effective_start_datetime","effective_end_datetime","entity_status","owner_id","name","description"
184,182,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SUPERLITEmix 1160x,
185,183,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SUPERLITEmix 1160x + Additives,
186,184,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SUPERLITEmix 1100x,
187,185,1,"0","",2018-09-10 12:01:25,1,2017-09-10 12:01:25,9999-12-31 23:59:59,0,0,SUPERLITEmix 1100x + Additives,
188,186,1,"0","",2018-09-10 12:01:25,1,2017-09-10 12:01:25,9999-12-31 23:59:59,0,0,LDP-C-0517,
189,187,1,"0","",2018-09-10 12:01:25,1,2017-09-10 12:01:25,9999-12-31 23:59:59,0,0,LDP-C-0517 + Additives,
190,188,1,"0","",2018-09-10 12:01:25,1,2017-09-10 12:01:25,9999-12-31 23:59:59,0,0,THERMAmix SLW,
191,189,1,"0","",2018-09-10 12:01:25,1,2017-09-10 12:01:25,9999-12-31 23:59:59,0,0,THERMAmix SLW + Additives,
192,190,1,"0","",2018-09-10 12:01:25,1,2017-09-10 12:01:25,9999-12-31 23:59:59,0,0,THERMAmix PRO,
193,191,1,"0","",2018-09-10 12:01:25,1,2017-09-10 12:01:25,9999-12-31 23:59:59,0,0,THERMAmix PRO + Additives,
194,192,1,"0","",2018-09-10 12:01:25,1,2017-09-10 12:01:25,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO SL (SK),
195,193,1,"0","",2018-09-10 12:01:25,1,2017-09-10 12:01:25,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO SL (SK) + Additives,
196,194,1,"0","",2018-09-10 12:01:25,1,2017-09-10 12:01:25,9999-12-31 23:59:59,0,0,THERMAmix THX,
